__label__INFORMATIVE	i don’t know how other states have been handling the covid-19 outbreak but as soon as we had 2 confirmed cases gov whitmer declares a state of emergency and went into action
__label__INFORMATIVE	new leader of the labourparty amp now thisgtgtgt coronavirus 13 care home residents die after suspected covid-19 outbreak httpurl what does bbcnews run with footballfcous - who is playing today no one are right
__label__INFORMATIVE	juventus confirmed on saturday that a third player had tested positive for the coronavirus while ac milan legend paolo maldini and his son also contracted the virus slint httpurl
__label__INFORMATIVE	heartbreaking child 11 dies with coronavirus as uk death toll rises 917 to 9875 - 63 lower than day before httpurl via 
__label__INFORMATIVE	this is lee health’s count and doesn’t include the total number of positive cases in the community the florida department of health is reporting out the total count on their dashboard ·we have 66 employees quarantined at home none have tested positive for covid-19 (2/2
__label__INFORMATIVE	httpurl he was negative for covid-19 but they need to test him again fell jogging gt pneumonia gt now critical condition that’s not normal
__label__UNINFORMATIVE	goodevening newsgang the problem in brenda amp brian case is that if you repeatedly lie even in small matters like gov officials do nobody will ever take you seriously even when the heavens will truly be falling covid-19 coronaviruske
__label__UNINFORMATIVE	 post-test probability shouldn’t go to 0 in suspected caseards w pna is covid till proven o/w
__label__INFORMATIVE	4600 us coronavirus deaths were recorded thursday nearly double wednesday's record high httpurl via so naturally our socalledpresident says it's time to open for business
__label__INFORMATIVE	watch cebu doctors hospital staff cheer as they send home 69-year-old estrella huang its very first patient who recovered from covid-19 huang is an internal medicine specialist video courtesy of dr yong larrazabal thefreeman httpurl
__label__UNINFORMATIVE	 i have a question for dr's gupta amp fauci if you get coronavirus amp recover is it possible to get sick from it a 2nd time
__label__UNINFORMATIVE	several recent stories have said china hawks in trump white house were among those alarmed by the new coronavirus pottinger was one here reports that anti-free-trade adviser peter navarro was another he wrote a memo in late jan on deaths httpurl
__label__INFORMATIVE	at 1200 pm on march 6 announced by the ministry of health labor and welfare (announced by who outside japan number of people infected with coronavirus in japan total 420 httpurl
__label__INFORMATIVE	 china with a population of 13 billion currently has 50000 reported cases please explain how the usa with a population of 328 million would have 1 million cases (95% more than china all needing treatment simultaneously this line of hysteria helps no one covid19
__label__INFORMATIVE	two more seriously ill covid19 patients were flown from italy to leipzig on wednesday they are now receiving intensive medicalcare on site click here for more information on the coronacrisis in germany httpurl corona newsde httpurl
__label__UNINFORMATIVE	coronavirus covid-19 global cases by the center for systems science and engineering (csse at johns hopkins university httpurl this dashboard helps one understand
__label__INFORMATIVE	covid-19 uganda closes border with kenya uganda on sunday closed its border with kenya at malaba after confirming its first positive coronavirus case leaving commuters and truck drivers stranded kilifi mutahi kagwe breaking news httpurl
__label__UNINFORMATIVE	how can you expect the trumps to run a gov when they really know nothing about gov they are funny to watch but deadly in dealing with covid19 to quote a follower 45 will kill us all”
__label__UNINFORMATIVE	56% of californians are going to get covid-19 let’s break that down ca population 39560000 million x 56 = 22153600 people infected x 002 (low estimate mortality = 443 072 deaths in california alone this can not be happening
__label__INFORMATIVE	 says 2nd new case is the sister of fiji’s very 1st case the flight attendant from lautoka this was a case we have long been expecting she is the young mother of an existing case the covid-positive one-year old baby boy fijinews teamfiji fijipol fiji
__label__UNINFORMATIVE	this stupid idiotic hegoat jean paul mira was the one who proposed that the unconfirmed covid-19 vaccine should be tested in africa first i know one day will be one day e go jam talk for where crazy black dey africansarenotguineapigs httpurl
__label__INFORMATIVE	lee fierro who was best known for playing mrs kintner in jaws has died of complications caused by coronavirus she was 91 years old - mv times (bno news covid19 coronavirusoutbreak
__label__UNINFORMATIVE	vallance says numbers can double over 5 days so you can work it out from last week he says (last week he said there could be 5-10000 cases in uk he says what would make a huge change would be being able to tell if people had had coronavirus without being aware of it
__label__INFORMATIVE	breaking a second person has died from covid19 in massachusetts it's a woman in her 50s from middlesex county she had pre-existing conditions
__label__INFORMATIVE	how has shanghai with a population of over 30 million people only had around 500 cases of coronavirus and their businesses remain open etc yet the disease has touched all corners of the world - something isn’t quite right 🤔 covid19uk
__label__UNINFORMATIVE	yep we've been behind for many weeks we are in a crisis here' the yale professor who said us coronavirus cases were set to 'explode' in coming days warns that america is way behind on testing httpurl
__label__INFORMATIVE	us - florida 2 coronavirus deaths and 2 new presumptive cases - broward county httpurl h/t pathfinder coronavirusflorida covid19
__label__INFORMATIVE	 address vs action trump has addressed americans on covid-19 almost daily us has 19774 + 391 new cases with 275 deaths boris johnson has addressed the uk 5 times in 4 days uk has 3983 cases with 177 deaths buhari is yet to address nigerians 12 cases with zero death
__label__UNINFORMATIVE	many of the people who said the chibok abductions were a hoax are the same people who said the italian index case of covid19 was a scam to steal money- tolu ogunlesi httpurl httpurl
__label__INFORMATIVE	a record 4591 americans died of coronavirus in the last 24 hours it's insane that donald trump should be fomenting unrest like this now - or indeed ever httpurl
__label__UNINFORMATIVE	the use of cq surged after its combined use with aziromycin an effective antibiotic against viruses produced positive results for covid-19 patients hydroxychloroquine is a zinc ion ionophore for intracellular delivery which inhibits sars_cov_2 replication
__label__UNINFORMATIVE	warning blood banks blood recipients and donors should exercise caution as cases of coronavirus transfusion transmitted infections (ttis emerge in south korea - thailand medical news httpurl
__label__INFORMATIVE	harvey weinstein has coronavirus omg the monstrous movie mogul who turned 68 on thursday is one of two inmates at wende correctional facility in alden a town just outside of buffalo according to the niagara gazette
__label__UNINFORMATIVE	virus does not recognise race or boundaries in 2009 influenza h1n1 was first isolated in mexico city and southern california as well as texas in the us it infected 700-1400 million people 150000-578000 died covid-19
__label__UNINFORMATIVE	coronavirus australia to 'shut down overnight' if covid-19 hits truckies httpurl
__label__UNINFORMATIVE	best approach the federal government should immediately deploy thousands of public health workers or military and disinfect the streets of the most infected cities in the country skid row in la seattle san francisco new york etc are a breeding ground for coronavirus httpurl
__label__UNINFORMATIVE	an excellent graph showing the source of covidー19 coronavirus cases around the globe short ans all lead back to china (w/ ukraine latviamoroccosanmarino unknown a bit longer ans europe - mostly via italy middle east - mostly via iran (updated 5 march httpurl
__label__INFORMATIVE	breaking covid-19 niger state governor abubakar sani bello tests negative for the coronavirus - aide reveals - page 36 - reducing fake news in nigeria httpurl
__label__INFORMATIVE	breaking the number of cases of coronavirus worldwide is now at 303001 according to the johns hopkins university amp medicine coronavirus resource center the total deaths globally is 12944 via httpurl
__label__UNINFORMATIVE	if you suspect you have covid19 in zimbabwe or want more info on the disease don't call me call the min of health helpline numbers +263 714734593 +263 774112531 httpurl
__label__INFORMATIVE	morocco's king mohammed vi on sunday pardoned 5654 prisoners and ordered their release in stages to avoid contagion in overcrowded jails the decision came as the covid19 illness has officially killed 66 people and infected 960 in the country httpurl
__label__INFORMATIVE	according to ncdc confirmed cases of covid-19 in nigeria is 26 with 2 recoveries but your pastor said there no coronavirus in the country and you're shouting ride on sir listen there's nothing like 'corrosive anointing' when you're being outright ignorant this is no joke
__label__UNINFORMATIVE	 to be fair overall the alberta government is doing a very credible job on the covid19 file huge testing rates 1st class care for patients starting to respond on soc service side if they’d only quit fighting with docs otherwise not bad tough road ahead lots to do cdnpoli
__label__UNINFORMATIVE	political leaders in wisconsin insist in conducting in-person voting they're suppressing the vote of those that cannot afford to get infected by the coronavirus the lives of the working class cannot be put at risk protectallworkers httpurl
__label__UNINFORMATIVE	we’re seeing record engagement with active job seekers across our network but jobs are scarce at the moment if you are actively hiringnow please message us at joinus to reach transitioning talent in need of work today hiring recruiting hr coronavirus httpurl
__label__UNINFORMATIVE	the fallacy of us ca ny dr fauci only ordering tests for extreme hospital admission infections over 50% infected will spread covid-19 or perhaps even die all must be tested asymptomatic does not mean virus-free httpurl
__label__UNINFORMATIVE	several friends of mine in the ne us think it's like they had covid in jan-feb ranging from a mild cold to a nasty bug shook it off can't prove this no tests and not bad enough for the doc won't show up in the case denominator they won't talk about it either
__label__UNINFORMATIVE	in the face of covid_19 let's keep united fight together do 1wash your hands regularly with wateramp soap 2 avoid touching your eyes noseamp mouth 3 practise respiratory hygiene 4 maintain social distancing 5 if any symptoms develop call on 0800-100-066 httpurl
__label__UNINFORMATIVE	 we know how to cure the disease --specialist didier raoult the results of his clinical test on the treatment of coronavirus with chloroquine three quarters of the infected patients were no longer carriers of the virus after 6 days httpurl
__label__INFORMATIVE	 85 million in nyc alone 2100 deaths means a 01% chance of dying from covid in nyc spotlight is on this bc there are fewer deaths from car accidents etc perhaps
__label__INFORMATIVE	mayor arman dimaguila and vice mayor gel alonte tandem this ship has been sailing smoothly 24/7 since they took over biñan city we still have no confirmed covid19 case todate httpurl
__label__INFORMATIVE	nigeria has just announced 10 new cases of covid19 7 in lagos amp 3 in d fct (9 of d 10 are nigerian returnees from abroad in the last 1 week bringing d total to 22 so far zero deaths 2 discharged (index case amp index case contact the rest are in hospital in lagos amp abuja
__label__INFORMATIVE	with kentucky passing the sad milestone of 100 covid-19 deaths my old kentucky home honors those lost by lighting up green per the request of stay safe teamkentucky httpurl
__label__INFORMATIVE	new 165 cases of covid19 in arkansas age/gender/race breakdown 10 - children 62 - older than 65 93 - between 19 to 64 yrs old 61% are female 39% are male 18% are black 70% are white 19 patients have been hospitalized 12 have been in icu 6 have been on a ventilator httpurl
__label__UNINFORMATIVE	treasury secretary steven mnuchin announced friday that the administration has moved the irs deadline for filing taxes from april 15 to july 15 due to the disruption caused by the coronavirus
__label__INFORMATIVE	larry edgeworth 61 worked at nbc 30 rock ny city died thursday he had recently tested positive for coronavirus edgeworth’s wife said he suffered from other health issues that led him to succumb to the illness” ⁦ ⁦ httpurl
__label__INFORMATIVE	largest cluster in the united states” adding it’s a significant issue for us” there are 108 confirmed coronavirus cases in westchester county
__label__UNINFORMATIVE	introduce new additional tax for the year 2020 only for high earners ring fenced for coronavirus emergency response and recovery coronavirusuk
__label__INFORMATIVE	cfhhs receives covid-19 update – less than a week after the first confirmed cases of covid-19 appeared in montana the children families health and human services received an update on state activities re httpurl httpurl
__label__UNINFORMATIVE	just in commerce and insurance commissioner hodgen mainda says tennessee will no longer identify the counties where new cases of covid-19 pop up -- only the if it's in west middle or east tennessee cites patient confidentiality
__label__UNINFORMATIVE	niwcpacific is one of nine commands beginning to 3-d print medical face shields at the request of the region viii as part of the effort to combat the coronavirus outbreak read more httpurl covid19 3dprinting additivemanufacturing httpurl
__label__UNINFORMATIVE	philippines reduce crowded jails to stop covid-19 expand inmates in the north cotabato district jail in kidapawan city philippines january 2017 © 2017 ap photo (manila – philippine authorities to stem the covid-19 outbreak should release from… httpurl httpurl
__label__UNINFORMATIVE	 stop wailingthe uk that did has hundreds of confirmed cases plus scores of death arising from covid-19 every nigerian that have returned home has been advised to self quarantine for fourteen days should the government have infringed on their fundamental human rights
__label__UNINFORMATIVE	nearly a third of sacramento county’s coronavirus cases are connected to churchesofficials said wednesdaya discovery this week that has prompted alarmed county officials to issue a special plea for congregations to stop holding services and prayer groups httpurl
__label__UNINFORMATIVE	my father died in 1984 and my mother died in 2005 i guess i need to contact the vital records department and let them know that both my parents died from covid19 nvss - covid-19 alerts and information httpurl via 
__label__UNINFORMATIVE	let's use this blessful night let's make a dua for all those who have been affected with the coronavirus for their healthy recovery amp ask allah to protect us our families amp loved ones from this and from all tribulations every trial is a reminder to turn to allah
__label__UNINFORMATIVE	sinclair broadcast group (sbg posted 162 billion in revenue in dec 2019 but will part with no more than 100000 as a matching donation for fundraising covid19 is exposing the depths of corporate greed profitsoverpeople sinclairreallydoesntcare
__label__INFORMATIVE	🔴rasht is a city in iran without medical facilities and a coronavirus that kills dozens daily 🔴more than twenty nurses and doctors have been died by the coronavirus in this city 🔴 the city of rasht needs urgent help coronavirus rasht_iran رشت httpurl
__label__INFORMATIVE	twenty-five in contact with hanoi covid19 patient test negative for virus httpurl vietnam coronavirus covidー19 hanoi httpurl
__label__INFORMATIVE	thailand sees biggest jump in coronavirus cases thailand reported 89 new cases taking its total to 411 and singapore has recorded its first two deaths from the virus
__label__UNINFORMATIVE	 in position to jill stein our next election hunter is but her emails” russia is still russia and the new voting machines are hackable zuckerberg supports trump on the bright side we may all die from covid19 beafraid
__label__UNINFORMATIVE	 100 ventilators for the bronx you have 400 that sounds about right bronx hospitals are starting to peak with covid-19 thousands of people in the bronx have asthma
__label__UNINFORMATIVE	lapd detective michaell changwho had been in critical condition with the novel coronavirus at providence st hon's health centerelbow bumps his doctor as he's discharged httpurl httpurl
__label__UNINFORMATIVE	 ivanka’s stylish body bags and melania’s covid-19 killing botox so many opportunities donthecon emolumentsclauses
__label__INFORMATIVE	melbourne gp clinic closed after doctor tests positive for coronavirus - the gp treated about 70 patients over five days at the toorak clinic in malvern road along with two nursing home patients” httpurl
__label__INFORMATIVE	black people who suffer from asthma like metroline bus driver emeka nyack ihenacho (who died from covid-19 on saturday have higher mortality rates than white people asthmatics are in the coronavirus at-risk category httpurl httpurl
__label__INFORMATIVE	china has no new cases today and people are starting to eat out and go to bars in shanghai fingers crossed it will be us in 2 months let’s hope we all get our shit together asap covid
__label__INFORMATIVE	  might want to update that info homie 🤔 27000 cases now in the us with 340 deaths also there’s a higher death rate for covid-19 than h1n1 12000 americans ended up dying from swine flu between april 2009 and april 2010 get back to me in a year with all your facts”
__label__UNINFORMATIVE	 thank you we have great colleagues and all in it together there's still time to flatten the curve and these new announcements are good - just wish it came last week or earlier since the bondi debacle there have been lots of positive covid cases in the bondi area 🤦‍♂
__label__INFORMATIVE	as the province announced 8 new presumptive positive cases of covid19 the adjourned government will not sit until it's called back no word on when that will be amp it's unknown if it's related to new socialdistancing measures skpoli httpurl
__label__UNINFORMATIVE	who is experienced with remotelearning prior to covid19 we would love to pick your brain on our next podcast episode shoot us a dm teacherlife ditchbook tlap digitallearning edchat moedchat httpurl
__label__UNINFORMATIVE	if the world lets coronavirus have a foot in africa whats happening in china and iran would be child’s play we’re never ready and open as well all kinds of beliefs would come in and expand the scope and reach of the virus we would start counting deaths in multiple thousands
__label__UNINFORMATIVE	contrary to previous reports there are still around 450-500 students stranded inside uplb dorms in los baños laguna due to covid-19 rosan arsolon chairperson of alliance of dormitory association confirmed this to the manila bulletin 
__label__INFORMATIVE	experts 90 percent of us coronavirus deaths could have been avoided if measures taken just two weeks earlier - news-queue the novel coronavirus has killed more than 31000 people in the united states and top health officials project about httpurl
__label__UNINFORMATIVE	wynn market expectations are for a uniform roa recovery but management appears concerned about ebitda coronavirus and remodeling uafrs httpurl
__label__UNINFORMATIVE	 pence was set to evacuate infected americans from a cruise ship then putin stepped in worried how the numbers” would look if more cases were documented on the mainland how trump’s approach made the coronavirus crisis worse new tonight from me
__label__INFORMATIVE	coronavirus infections in the philippines continued to rise registering 227 new cases on wednesday as the health department increased its capacity to detect the highly contagious virus causing acute respiratory disease covid19 httpurl
__label__INFORMATIVE	more than 60000 in us have recovered httpurl good news update but let us continue to pray for all of the families and individuals that have been affected by covid-19 thank you so much
__label__INFORMATIVE	two nationals from netherlands and kuwait with coronavirus like symptoms have been isolated at ruiahospital in tirupati on friday night hospital superintendent dr nvramanaiah said they are only suspects and their condition is stable httpurl
__label__UNINFORMATIVE	easy to forget in the raw figures of covid deaths each one an individual tragedy that some ( by no means all would have died this year of old age or underlying illness without covid this graph from the bbc is helpful in understanding this httpurl
__label__UNINFORMATIVE	httpurl cover your mouth when you sneeze or cough 🤧 if using tissues dispose of them immediately 🚮 follow caseystoney's advice amp fight covid19 💪 httpurl fifa
__label__INFORMATIVE	this is so scary and i would love to learn more about how india has been able to keep death toll below 50 when they have 12 billion people covidー19
__label__UNINFORMATIVE	gullibility kills” carl sagan the demon-haunted world science as a candle in the dark covididiot covid19
__label__INFORMATIVE	janatacurfew underway in uttar pradesh’s prayagraj as number of positive covid-19 cases in the country rises to 315 janatacurfewmarch22 coronaupdatesinindia for more updates follow httpurl photos twitter/ani httpurl
__label__INFORMATIVE	ridoh says both of today's covid-related deaths were at golden crest nursing centre in north providence four people have now died there httpurl
__label__INFORMATIVE	breaking a starbucks employee at a retail store in seattle has tested positive for coronavirus kcpq-tv reporting
__label__INFORMATIVE	a usfk civilian employee who works at osan air base tested positive for covid-19 the us civilian employee last visited osan ab on april 2 amp has been in quarantine at his off-installation residence since then *this an update to today’s earlier tweet* httpurl
__label__UNINFORMATIVE	what to watch key data points as us nears 1 in 1000 infected coronavirus covid19 health httpurl via 
__label__UNINFORMATIVE	i am getting a rush of moms needing laptops for their children these are moms who have recieved one from the school but with having many children and little means children are left out if anybody has one(i need 3 please let me know thanks yeg covid19 covid19ab
__label__UNINFORMATIVE	enlv more cases in south korea guess who is getting the goverment contracts spex ino sxtc tnpx ibio bioc coronavirus httpurl
__label__UNINFORMATIVE	 also little marco rubio does not believe the number of confirmed covid19 cases in china but he has no evidence that they have more cases than they are claiming sadly httpurl httpurl
__label__UNINFORMATIVE	fg begs elon musk's tesla for ventilators as covid-19 cases rises in nigeria - nairametrics httpurl
__label__INFORMATIVE	 doesn’t pass the eyeball test nor does india - 15 billion people over there in a phone booth and only ~200 cases of coronavirus makes no sense
__label__UNINFORMATIVE	httpurl news usd 722m bitclub ponzi suspects ask for release amid coronavirus fears httpurl search for truth
__label__UNINFORMATIVE	goa imposed section 144 in the state which prohibits more than 4 people from gathering at one place amp has also restricted movement across its borders with neighbouring states httpurl covid19 coronavirusoutbreak
__label__INFORMATIVE	 is necessary to stay at home cuz of coronavirus but hunger will kill more people in nigeria than covid-19 already covid-19 has recorded 2 death while nigerian soldiers has recorded one death 📈📈📊 its well ooh
__label__UNINFORMATIVE	incompetence is an understatement 38% what have you done to the rest of us coronavirusoutbreakindia
__label__UNINFORMATIVE	when a retired janitor died crowds flocked to his funeral and mourned together within weeks their city was overrun by coronavirus cases httpurl via retweetplease news httpurl
__label__INFORMATIVE	post italy records 969 coronavirus deaths dashing hopes of turnaround country also becomes second to overtake china in terms of total number of infections httpurl blaqsbi blackwoman italyrecords coronavirusdeaths deathsdashing
__label__INFORMATIVE	update of coronavirus number of cases covid 19 in india today jump to 223 naveena last modifiedmar 202020 063444 pm httpurl
__label__INFORMATIVE	three elite private schools in manhattan and new jersey close amid coronavirus outbreak as five people in new york city test positive httpurl
__label__INFORMATIVE	1st coronavirus case shelby county patient not elderly but is an adult patient is at baptist memphis patient is recovering patient did not travel out of country but did state to state travel that travel was not by plane train or air httpurl
__label__UNINFORMATIVE	coronavirus dwell updates us outbreak spreads as east coast sees its first deaths coast coronavirus deaths east live outbreak httpurl
__label__INFORMATIVE	berwick mp and international development secretary has tested negative for coronavirus she is the cabinet minister who has been self-isolating after close contact with nadine dorries
__label__UNINFORMATIVE	 the cure rate ie proportion of patients who have recovered from covid-19 is as follows the city of wuhan 502% other places in hubei province 768% chinese provinces (excluding hubei 873 % march 5 2020 mi feng a spokesperson for the national health commission (nhc
__label__UNINFORMATIVE	dad there's lockdown in kolkata too from tomorrow mom ohno that means no domestic help at home i mean the world is dying and all she cares is who's gonna clean the house i mean what if the domestic help is working in a covid-9 infected house how to make her understand uff
__label__UNINFORMATIVE	 the participation of bencarson in the coronavirus response should reassure no one his agency defied the law in holding up relief for puerto rico hud releases new recovery dollars - but continues to illegally withhold funding for puerto rico httpurl via 
__label__INFORMATIVE	pastor roly and pastor jeru of nj father and son recovering from covid-19 just lost a family member today due to the pandemic praying for all god’s servants infected with the virus themselves while faithfully serving prayforchurchworkers praylikeneverbefore
__label__INFORMATIVE	62-yr-old female who was second patient in vadodara to test +ve of covid_19 passes away at ssg hospital she was co-traveler of 52-yr-old male who died on thursday they had got infected after a tour to srilanka death toll in city reaches two gujarat 
__label__INFORMATIVE	latest horse racing appears all but certain to resume in victoria tomorrow after a star jockey's covid-19 test came back negative httpurl
__label__INFORMATIVE	953 deaths in this past 24hrs in hospital settings but you can all comfort each other that johnson who's herd immunity strategy is responsible is in excellent spirits every last one of them should be stood down and jailed stayhome covid19 httpurl
__label__UNINFORMATIVE	yes i actually had cancer as i am not like u who's cancer is obviously fakenews therefore sorry jason amp but i can't go to wwe's live event next week not while the coronavirus is still running rampant amp effecting people🤮 as i don't wanna die⚰ httpurl
__label__UNINFORMATIVE	the most likely simulated scenario under the model being used by minnesota has peak death from covid-19 in mid-july at just under 1000 lives per day stayathomesavelives httpurl
__label__UNINFORMATIVE	ireland is only at start of curve congratulatory messages suggestions of positivity about numbers are pr amp premature the figures tonight are far from the individual cases predicted the govt has damaged the health service but medics will give their all covid19 getusppe
__label__UNINFORMATIVE	 this is a classic example of a straw man’s argument that does nothing to sensibly refute the awful handling of the coronavirus crisis by the us federal government yes some will die but 240000 maybe a lot more trumpliesamericansdie
__label__UNINFORMATIVE	welcome to the 2019 coronavirus sponsored by zoom seriously i had not even heard of this company until a month ago what happened to skype and hangouts
__label__UNINFORMATIVE	companies are currently cutting hours and staff in certain areas affected by covid_19 shops like primark are closing which means the factories that produce their goods have lost contracts thereby negatively impacting on the wages and jobs of staff
__label__UNINFORMATIVE	coronavirus outbreak adjourn all court cases to may - cj orders judiciary httpurl httpurl
__label__UNINFORMATIVE	congratulations united states we have the world’s highest rate of new covid-19 cases (8k/dy as well as the second-highest number of active cases after italy if this rate of exponential growth holds we’ll top china in total cases by wednesday or thereabouts
__label__UNINFORMATIVE	 how about how stable genius handled it ffs he literally refused world health organization testing kits so his scarecrow son-in-law could profit off covid-19 it's time for a benghazi-style investigation
__label__UNINFORMATIVE	look at usa look at their total recovered as well it's extremely low given how many active cases they have now look at south africa and see our active cases total death and our recoveries then compare that with algeria and egypt covid19 httpurl
__label__INFORMATIVE	johns hopkins university on friday hosted the opening rounds of the ncaa division iii men’s basketball tournament inside an empty baltimore gym the day after maryland confirmed three cases of coronavirus httpurl
__label__INFORMATIVE	british boxing legend nigel been has been left devastated after his beloved brother mark died of coronavirus the former two-weight world champion revealed the tragic news on instagram tonight in a… httpurl
__label__INFORMATIVE	the georgia department of public health now reports 507 cases of covid-19 in the state and that 14 people diagnosed with covid-19 have died there are no reported cases in either thomas or grady counties
__label__UNINFORMATIVE	can we possibly get someone who is a medical professional and not insane to be in charge of this health crisis wtaf this is code red and we have morontalibangelicals mrscrypt keeper prayer freaksand big pharma in charge of making sure people die covidー19 notahoax
__label__UNINFORMATIVE	after almost 3 months under strict lockdown china's city of wuhan the epicentre of the coronavirus outbreak will wednesday lift travel restrictions on our guest is steve tsang 
__label__UNINFORMATIVE	we are not going to have the real recovery in the market until what we think is the peak in the amount of infections and deaths” stephen dover head of equities at franklin templeton if you care about the economy stay home and get everyone else to so we can end covid19
__label__UNINFORMATIVE	 wethepeople deserve not a congress amp mainstream/local media captured by deepstate globalists these globalists are at war with us using the coronavirus to kill our economy and save their globalist democrats republicans eu china and other's asses
__label__INFORMATIVE	new indiana coronavirus numbers of 833 reported tests 126 positive results (up from 79 yesterday death count remains at 3 so far nwindiana northwestindiana nwi 
__label__UNINFORMATIVE	tonight on the proamericareport with ed martin🦅 talks about the democrat civil war’s effect on the presidential race and the latest update on coronavirus 7 pm pt fm 961 am 1170 san diego httpurl httpurl
__label__UNINFORMATIVE	texas' constitution makes the governor one of the weakest in the nation but abbott hasn’t been shy to wield his powers to confront the coronavirus details the recent expansion of the office’s powers in today’s httpurl
__label__INFORMATIVE	juventus and argentina forward paulo dybala and former italy captain paolo maldini and his son daniel have tested positive for coronavirus
__label__INFORMATIVE	" in september of 2019 where some japanese traveled to hawaii and returned home infected people who had never been to china this was two months prior to the infections in china and just after the cdc suddenly and totally shut down the fort covid19 httpurl	uninformative
1246020324434509825	these worrisome estimations indicate many additional unintended pregnancies and pregnancy related deaths to come we must stay vigilant with regards to the sexual and reproductive health and rights of all srhr srhrandcovid19 httpurl	uninformative
1241058683796283395	wmmc president/ceo darinda dick updates community members on what the hospital is doing locally to help prevent the potential spread of covid-19 as of time of publication there have been no confirmed cases of covid-19 in johnson county httpurl	informative
1251864356456927232	though fewer deaths were reported yesterday there have been 39000+ deaths in the us from covid 39000+ let that sink in the loss of loved ones for families whose lives will never be the same please be wise in your actions and words please allow one another to grieve	informative
1241084869062668289	update jason garnar says there are no new confirmed cases of covid-19 in broome county as of today he says 32 tests have come back negative with more than 90 still pending 	informative
1241592011758514178	kaya pala ayaw magpa-mass test wala namang difference doesn’t matter if i’m covid positive now because i’m at home anyway doesn’t make a difference if i get tested naman	uninformative
1241177866211143683	wowza the is bigger than duval closing beaches this is going to hurt wait staff in pocket book har core florida coronacrisis jobs	uninformative
1245669843782828032	adapting to covid-19 use the cliftonstrength assessment (includes 34 talent themes with a bit of humor as levers to help you both relax stay positive amp adapt faster to our new normal httpurl newsector workforcedevelopment resources httpurl	uninformative
1245927588284919810	experts and trump’s advisers doubt white house’s 240000 coronavirus deaths est what a mess unknown timeframe unclear underlying assumptions all designed to influence the mad king to act httpurl	uninformative
1241092872155222016	update 61 new cases of coronavirus in la county 101 cases in the last 48 hours as officials also announce new quarantine center in pomona httpurl	informative
1241528039193927681	businesses reopening people allowed to spend more time outside as china reports no local covid-19 cases for third day rt world news - httpurl via 	informative
1241473858068189187	deep state is the virus we the people are the cure watch the water csthetruth's broadcast ghost town nyc – coronavirus pandemic panic effectively shutters new york city httpurl	uninformative
1251699445462265857	the queen should decree that any commonwealth country ban any supporters of trump amp deny any access 2 cross their borders due 2 the high potentiality of spreading the covid19 viral disease😷 lifting restrictions is a death sentence 2 everyone globally☠ httpurl	uninformative
1243064321539821569	(the argushove mp peter kyle says parliament's early recess 'feels wrong' an mp has said parliament’s early recess feels wrong” amid the coronavirus crisis httpurl httpurl	uninformative
1241181648894349312	65 free tools to help you through the coronavirus pandemic entrepreneur i by adam soccolich i httpurl	uninformative
1240310919311261696	china is the country when more people have been recovered off course because is the country when more people got the coronavirus porcentually it was the 96% only 4% of the people died goodnews hopeworld pandemiacoronavirus httpurl	uninformative
1241183699812544512	dear china that was clearly an offense that took place on 6th of february or around that date after that italy in chaos corona	uninformative
1236119596001869824	read deloitte philippines confirms one of its employees tested positive for covid-19 and is currently receiving treatment and undergoing further testing the health and safety of our peopleis our highest priority the firm writes in a statement coronavirus ncov httpurl"
__label__UNINFORMATIVE	yes amp nosouth koreaw/aggressive testing estimates the cfr ~06% while the estimates the cfr 34% (globally about 34 percent of reported covid-19 cases have died” httpurl ncov cases are never counted amp this artificially elevates the estimated cfr httpurl
__label__INFORMATIVE	paris on lockdown for sixth day to slow rate of covid-19 - video johns hopkins university reported that on 22 march 14485 covid-19 cases were detected in france and that 562 have people died covid19france coronaviruspandemic httpurl
__label__UNINFORMATIVE	notice that the is not collecting statistics of lupus patients already taking hydroxychloroquine vs covid 19 deaths if none it is 100% a prophalaxis too get busy collecting meaningful stats and stop worrying about mask logistics 
__label__UNINFORMATIVE	breaking president snow announces hunger games will not be cancelled despite covid-19 outbreak tributes will be chosen from those who test negative for the virus cure in works for capital citizens httpurl
__label__INFORMATIVE	news is coming fast and furious today in boise bsu said they had a member of the campus community test positive for covid19 but its is unknown who it is we also don't know if this is a new case or one of the ones we already had confirmed httpurl
__label__UNINFORMATIVE	corona virus covid-19 has triggered unprecedented quackery in india thousands of quacks boast of remedies for the virus while the entire world is reeling under the threat of the deadly pandemic these quacks should be packed off to wuhan as india’s goodwill gesture to china
__label__UNINFORMATIVE	great conversation with nfl agent on 1 the nfl free agent frenzy 2 the quarterbacks and the upcoming draft 3 can you tank in the nfl 4 how will covid-19 affect the business of the nfl offseason httpurl httpurl
__label__UNINFORMATIVE	 ummmm democrats are not blaming the fakepresident for this but gop are denying covid2019 is reality trumpvirus is trending because he’s one of the deniers i believe he said we would have zero cases by now 2 weeks ago 25thamendmentnow
__label__UNINFORMATIVE	 how is it that nyc has half the national total of covid-19 deaths yet there are emptyhospitals and no need for the 2500 bed javitz field hospital or the navy hospital ship comfort 🤔 doesn't add up
__label__INFORMATIVE	covid19 cases in india feb 3 3 cases 0 deaths march 18 155 cases 4 deaths march 20 258 cases 4 deaths march 21 315 cases 4 deaths rt for awareness janathacurfew
